pokemon_form_identifier,version_identifier,flavor_text
mew-default,pearl,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,platinum,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,red,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
mew-default,ruby,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
mew-default,sapphire,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
mew-default,shield,"This mythical Pokémon is said to be extinct, but sightings of it are still being reported to this day.*"
mew-default,shining-pearl,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,silver,"Its DNA is said to contain the genetic codes of all Pokémon, so it can use all kinds of techniques."
mew-default,soulsilver,"Its DNA is said to contain the genetic codes of all Pokémon, so it can use all kinds of techniques."
mew-default,stadium,A mythical Pokémon of South America which had been thought extinct. A growing number of people have seen it recently.
mew-default,stadium-2,"Apparently, it appears only to those people who are pure of heart and have a strong desire to see it."
mew-default,stadium-2,"Its DNA is said to contain the genetic codes of all Pokémon, so it can use all kinds of techniques."
mew-default,sword,It's very intelligent and can use an incredible variety of moves. Many believe that all other Pokémon are descendants of this one.*
mew-default,white,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,white-2,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,x,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
mew-default,y,"Its DNA is said to contain the genetic codes of all Pokémon, so it can use all kinds of techniques."
mew-default,yellow,"When viewed through a microscope, this Pokémon's short, fine, delicate hair can be seen."
mewtwo-default,alpha-sapphire,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart."
mewtwo-default,black,A Pokémon created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.
mewtwo-default,black-2,A Pokémon created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.
mewtwo-default,blue,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
mewtwo-default,brilliant-diamond,Mewtwo was created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.
mewtwo-default,crystal,"Said to rest quietly in an undiscovered cave, this Pokémon was created solely for battling."
mewtwo-default,diamond,A Pokémon created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.
mewtwo-default,emerald,"A Pokémon that was created by genetic manipulation. However, even though the scientific power of humans made its body, they failed to give it a warm heart."
mewtwo-default,firered,A Pokémon whose genetic code was repeatedly recombined for research. It turned vicious as a result.
mewtwo-default,gold,"Because its battle abilities were raised to the ultimate level, it thinks only of defeating its foes."
mewtwo-default,heartgold,"Because its battle abilities were raised to the ultimate level, it thinks only of defeating its foes."
mewtwo-default,leafgreen,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.
mewtwo-default,legends-za,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.
mewtwo-default,lets-go-eevee,"Its DNA is almost the same as Mew's. However, its size and disposition are vastly different."
mewtwo-default,lets-go-pikachu,"Its DNA is almost the same as Mew's. However, its size and disposition are vastly different."
mewtwo-default,omega-ruby,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart."
mewtwo-default,pearl,A Pokémon created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.
mewtwo-default,platinum,A Pokémon created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.
mewtwo-default,red,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
mewtwo-default,ruby,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart."
mewtwo-default,sapphire,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart."
mewtwo-default,shield,The research efforts of a certain scientist ultimately resulted in this Pokémon. Its powers are dedicated to battling.*
mewtwo-default,shining-pearl,Mewtwo was created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.
mewtwo-default,silver,"It usually remains motionless to conserve energy, so that it may unleash its full power in battle."
mewtwo-default,soulsilver,"It usually remains motionless to conserve energy, so that it may unleash its full power in battle."
mewtwo-default,stadium,"A vicious psychic Pokémon created by genetic engineering. Its cold, glowing eyes strike fear into its enemy."
