item_identifier,version_identifier,localized_name
kofus-wallet,scarlet-violet,"A wallet that was left behind by Kofu, the Gym Leader at the Cascarrafa Gym. You’re to deliver it to him at the market in Porto Marinada."
kommonium-z,scarlet-violet,It converts Z-Power into crystals that upgrade Kommo-o's Clanging Scales to a Z-Move.
kommonium-z,sun-moon,It converts Z-Power into crystals that upgrade Kommo-o's Clanging Scales to an exclusive Z-Move.
kommonium-z,ultra-sun-ultra-moon,It converts Z-Power into crystals that upgrade Kommo-o's Clanging Scales to an exclusive Z-Move.
koraidons-poke-ball,scarlet-violet,A Poké Ball that can hold the mysterious Pokémon known as Koraidon. A boy named Arven gave it to you.
kubfu-treat,scarlet-violet,A snack made from ingredients favored by the Legendary Pokémon Kubfu.
kyogre-treat,scarlet-violet,A snack made from ingredients favored by the Legendary Pokémon Kyogre.
kyurem-treat,scarlet-violet,A snack made from ingredients favored by the Legendary Pokémon Kyurem.
lab-key-card-a,legends-za,"A key card that can be used in Lysandre Labs. The locks were each programmed to take different keys for security purposes, but mostly it’s just an inconvenience."
lab-key-card-b,legends-za,"A key card that can be used in Lysandre Labs. The locks were each programmed to take different keys for security purposes, but mostly it’s just an inconvenience."
lab-key-card-c,legends-za,"A key card that can be used in Lysandre Labs. The locks were each programmed to take different keys for security purposes, but mostly it’s just an inconvenience."
lab-key-card-m,legends-za,---
lab-key-card-x,legends-za,---
lagging-tail,diamond-pearl,An item to be held by a Pokémon. It is tremendously heavy and makes the holder move slower than usual.
lagging-tail,scarlet-violet,"An item to be held by a Pokémon. A tail of something, this item is tremendously heavy and makes the holder move slower than usual."
lansat-berry,diamond-pearl,"A Poffin ingredient. If held by a Pokémon, it raises its critical-hit ratio in a pinch."
lansat-berry,emerald,A hold item that ups the critical-hit rate in a pinch.
lansat-berry,platinum,"A Poffin ingredient. If held by a Pokémon, it raises its critical-hit ratio in a pinch."
lansat-berry,ruby-sapphire,A hold item that ups the critical-hit rate in a pinch.
lansat-berry,scarlet-violet,"If a Pokémon holds one of these Berries, its critical-hit ratio will be boosted should it find itself in a pinch."
lansat-berry,x-y,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its critical-hit ratio will increase when it's in a pinch."
large-leek,brilliant-diamond-shining-pearl,One of the many ingredients that can be used for cooking at your camp. Whether this is the kind of vegetable stalk that Farfetch'd like is unknown.
large-leek,legends-arceus,One of the many ingredients that can be used for cooking at your camp. Whether this is the kind of vegetable stalk that Farfetch'd like is unknown.
large-leek,scarlet-violet,One of the many ingredients that can be used for cooking at your camp. Whether this is the kind of vegetable stalk that Farfetch'd like is unknown.
large-leek,sword-shield,One of the many ingredients that can be used for cooking at your camp. Whether this is the kind of vegetable stalk that Farfetch'd like is unknown.
latias-treat,scarlet-violet,A snack made from ingredients favored by the Legendary Pokémon Latias.
latiasite,legends-za,One of a variety of mysterious Mega Stones. A Latias holding this stone will be able to Mega Evolve during battle.
latiasite,omega-ruby-alpha-sapphire,"One of a variety of mysterious Mega Stones. Have Latias hold it, and this stone will enable it to Mega Evolve during battle."
latiasite,x-y,"One variety of the mysterious Mega Stones. Have Latias hold it, and this stone will enable it to Mega Evolve during battle."
latios-treat,scarlet-violet,A snack made from ingredients favored by the Legendary Pokémon Latios.
latiosite,legends-za,One of a variety of mysterious Mega Stones. A Latios holding this stone will be able to Mega Evolve during battle.
latiosite,omega-ruby-alpha-sapphire,"One of a variety of mysterious Mega Stones. Have Latios hold it, and this stone will enable it to Mega Evolve during battle."
latiosite,sun-moon,"One of a variety of mysterious Mega Stones. Have Latios hold it, and this stone will enable it to Mega Evolve during battle."
latiosite,ultra-sun-ultra-moon,"One of a variety of mysterious Mega Stones. Have Latios hold it, and this stone will enable it to Mega Evolve during battle."
latiosite,x-y,"One variety of the mysterious Mega Stones. Have Latios hold it, and this stone will enable it to Mega Evolve during battle."
lava-cookie,black-2-white-2,Lavaridge Town's local specialty. It heals all the status problems of one Pokémon.
lava-cookie,black-white,Lavaridge Town's local specialty. It heals all the status problems of one Pokémon.
lava-cookie,brilliant-diamond-shining-pearl,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lava-cookie,diamond-pearl,Lavaridge Town's local specialty. It heals all the status problems of one Pokémon.
lava-cookie,emerald,A local specialty that heals all status problems.
lava-cookie,firered-leafgreen,Lavaridge Town's local specialty. It heals all the status problems of one Pokémon.
lava-cookie,heartgold-soulsilver,Lavaridge Town's local specialty. It heals all the status problems of one Pokémon.
lava-cookie,legends-arceus,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lava-cookie,lets-go-pikachu-lets-go-eevee,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lava-cookie,omega-ruby-alpha-sapphire,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lava-cookie,platinum,Lavaridge Town's local specialty. It heals all the status problems of one Pokémon.
lava-cookie,ruby-sapphire,A local specialty that heals all status problems.
lava-cookie,scarlet-violet,Lavaridge Town’s local specialty. It can be used to cure any status condition a Pokémon may have.
lava-cookie,sun-moon,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lava-cookie,sword-shield,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lava-cookie,ultra-sun-ultra-moon,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lava-cookie,x-y,Lavaridge Town's local specialty. It can be used once to heal all the status conditions of a Pokémon.
lax-incense,black-white,An item to be held by a Pokémon. The tricky aroma of this incense may make attacks miss the holder.
lax-incense,diamond-pearl,An item to be held by a Pokémon. The tricky aroma of this incense lowers the foe's accuracy.
lax-incense,firered-leafgreen,An item to be held by a Pokémon. Its tricky aroma slightly reduces the foe's accuracy.
lax-incense,ruby-sapphire,A hold item that slightly lowers the foe's accuracy.
lax-incense,scarlet-violet,An item to be held by a Pokémon. The curious aroma of this incense may cause moves to miss its holder.
lax-incense,x-y,An item to be held by a Pokémon. The beguiling aroma of this incense may cause attacks to miss its holder.
lax-mint,brilliant-diamond-shining-pearl,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Def will grow more slowly."
lax-mint,legends-arceus,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Def will grow more slowly."
lax-mint,scarlet-violet,"Having a Pokémon smell this mint can make its Defense stat grow stronger. However, its Sp. Def stat may suffer."
lax-mint,sword-shield,"When a Pokémon smells this mint, its Defense will grow more easily, but its Sp. Def will grow more slowly."
leaden-ball,legends-arceus,"An improvement on the original Heavy Ball design. A ball that is too heavy to fly high or far, but it is highly effective if you manage to hit an unsuspecting Pokémon."
leaden-ball,scarlet-violet,"An improvement on the original Heavy Ball design. A ball that is too heavy to fly high or far, but it is highly effective if you manage to hit an unsuspecting Pokémon."
leaders-crest,scarlet-violet,A shard of what appears to be an old blade of some sort. It is held only by Bisharp that head up a group of Pawniard.
leaf-letter,brilliant-diamond-shining-pearl,A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.
leaf-letter,legends-arceus,A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.
leaf-letter,lets-go-pikachu-lets-go-eevee,A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.
leaf-letter,scarlet-violet,A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.
leaf-letter,sword-shield,A letter written on a leaf. Something is written using Pikachu/Eevee's footprints.
leaf-stone,x-y,A peculiar stone that can make certain species of Pokémon evolve. It has an unmistakable leaf pattern.
leafy-chairs,scarlet-violet,A set of chairs that are ideal for picnicking. Their design was inspired by the Leafy Tablecloth.
leafy-tablecloth,scarlet-violet,A botanically themed tablecloth featuring Grass-type Pokémon. Can you find the Pokémon that doesn't quite fit in?
leek,diamond-pearl,An item to be held by Farfetch'd. It is a very long and stiff stalk of leek that boosts the critical-hit ratio.
leek,gold-silver,An ordinary stick. Sell low.
leek,scarlet-violet,An item to be held by Farfetch'd. This very long and stiff stalk of leek boosts the critical-hit ratio of Farfetch'd's moves.
leek,sword-shield,An item to be held by Farfetch'd. This very long and stiff stalk of leek boosts its critical-hit ratio.
left-poke-ball,brilliant-diamond-shining-pearl,A Poké Ball with a Pokémon that lost its Trainer inside. It seems to be from Ula'ula Island.
left-poke-ball,legends-arceus,A Poké Ball with a Pokémon that lost its Trainer inside. It seems to be from Ula'ula Island.
left-poke-ball,lets-go-pikachu-lets-go-eevee,A Poké Ball with a Pokémon that lost its Trainer inside. It seems to be from Ula'ula Island.
left-poke-ball,scarlet-violet,A Poké Ball containing a Pokémon that lost its Trainer. It seems the Trainer hails from Ula'ula Island.
left-poke-ball,sword-shield,A Poké Ball with a Pokémon that lost its Trainer inside. It seems to be from Ula'ula Island.
left-poke-ball,ultra-sun-ultra-moon,A Poké Ball with a Pokémon that lost its Trainer inside. It seems to be from Ula'ula Island.
leftovers,black-2-white-2,An item to be held by a Pokémon. The holder's HP is gradually restored during battle.
leftovers,black-white,An item to be held by a Pokémon. The holder's HP is gradually restored during battle.
leftovers,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. The holder's HP is slowly but steadily restored throughout every battle.
leftovers,colosseum,A hold item that gradually restores HP in battle.
leftovers,crystal,Restores HP during battle. (HOLD)
leftovers,diamond-pearl,An item to be held by a Pokémon. The holder's HP is gradually restored during battle.
